activity,body_acc_x,body_acc_y,body_acc_z,body_gyro_x,body_gyro_y,body_gyro_z,total_acc_x,total_acc_y,total_acc_z
5,0.001327517,-0.002341803,-0.01142364,-0.002512723,0.003840993,0.01126824,1.020433,-0.1233974,0.1012259
5,0.002052525,-0.006116693,-0.009459552,-0.003862224,0.003656627,0.01425713,1.021189,-0.127263,0.1026532
5,0.002737531,-0.009001041,-0.009971836,0.00587006,0.007268424,0.01478594,1.021903,-0.1302381,0.1016078
5,0.002742893,-0.009958193,-0.01041719,0.0175175,0.008982496,0.0141587,1.021936,-0.1312862,0.1006335
5,0.001330037,-0.008580468,-0.01438429,0.01472689,0.01067894,0.008383668,1.02055,-0.1299998,0.09614245
5,-0.000366992,-0.006259511,-0.01968247,0.01049375,0.009521739,0.001907059,1.018878,-0.1277708,0.09032558
5,-0.000721657,-0.002305442,-0.01958932,0.01147891,0.007313028,0.004132293,1.018548,-0.1239092,0.0899055
5,-0.001903602,0.001958977,-0.01587042,0.008531017,0.006596727,0.007871423,1.017389,-0.1197379,0.0931167
5,-0.004294253,0.000322246,-0.01274419,0.009196276,0.003339415,0.007842663,1.015021,-0.121468,0.09574084
5,-2.51E-05,-0.004128232,-0.01373885,0.01103959,0.000821577,0.008190243,1.01931,-0.1260118,0.09424991
5,0.005250842,-0.006242957,-0.013018,0.009542012,0.002325922,0.007085829,1.024606,-0.1282198,0.09448054
5,0.002489833,-0.004297268,-0.009259257,0.01117277,0.004577473,0.00553753,1.021863,-0.1263671,0.09775536
5,0.000810633,0.000415238,-0.00753524,0.01041176,0.00461956,0.005446472,1.020201,-0.1217475,0.09900205
5,0.001166027,0.000375407,-0.00754386,0.008657758,0.003402756,0.004285669,1.020573,-0.1218799,0.09852306
5,-0.000693031,-0.001618403,-0.01017443,0.008613045,0.002954428,0.003559909,1.018729,-0.1239658,0.09542946
5,-7.72E-05,-0.001817927,-0.01093676,0.004610851,0.002540035,0.002001571,1.01936,-0.1242567,0.0942117
5,0.000503687,-0.003620557,-0.0069656,0.000421201,0.002452076,-1.68E-05,1.019954,-0.1261499,0.09773522
5,-0.000494603,-0.005030822,-0.002073686,-0.00127174,0.002373748,0.002037589,1.018969,-0.1276499,0.1021875
5,0.000156246,-0.006879768,-0.000372678,0.002563105,0.001153177,0.003736043,1.019633,-0.1295878,0.1034573
5,6.46E-05,-0.007551414,-0.003797477,0.01010207,-0.000685483,0.003147507,1.019553,-0.1303476,0.09961019
5,-0.000320057,-0.007095538,-0.005405762,0.01322245,-0.005259755,0.005214139,1.019179,-0.1299795,0.09758879
5,0.000185352,-0.009193416,-0.003975261,0.01421953,-0.009021585,0.0078021,1.019695,-0.1321647,0.09861568
5,-0.000374904,-0.005811485,-0.004314681,0.01517764,-0.006504263,0.006516378,1.019145,-0.12887,0.09788232
5,-0.001012818,-0.001100333,-0.004936361,0.01800735,-0.00410332,0.004947088,1.018516,-0.124246,0.09687653
5,-0.00161137,-0.003513449,-0.004429086,0.02088455,-0.00399123,0.006478854,1.017926,-0.1267462,0.09700962
5,-0.00176494,-0.003724755,-0.003492312,0.01797445,-0.004002698,0.006763766,1.01778,-0.1270445,0.09758221
5,-0.000635727,-0.002230556,-0.003647089,0.0143596,-0.005715448,0.006273074,1.018917,-0.1256371,0.09707332
5,0.001047456,-0.003286977,-0.002951549,0.01362942,-0.00393037,0.00576341,1.020606,-0.12678,0.09742485
5,0.003018694,-0.002275556,-0.000701466,0.01391303,-0.00122575,-2.36E-05,1.022583,-0.1258547,0.0993411
5,0.001412165,0.000171713,0.000338835,0.01266673,-0.002877947,-0.006041726,1.020981,-0.1234932,0.1000578
5,-0.00150914,0.00175554,-0.000841731,0.01047506,-0.002945334,-0.006890512,1.018065,-0.1219945,0.09856404
5,6.02E-05,-7.59E-05,-0.005925807,0.01109821,-0.003434303,-0.004902893,1.019638,-0.1239103,0.09317716
5,0.000435423,-0.004052565,-0.01006841,0.01341119,-0.005050563,0.001353933,1.020017,-0.1279703,0.08874205
5,-0.000818534,-0.00429535,-0.008023282,0.01845437,-0.00498768,0.008032537,1.018766,-0.1282954,0.09050464
5,0.000227655,-0.002928965,-0.003412107,0.02519675,-0.005165791,0.007355378,1.019815,-0.1270103,0.09484291
5,-0.000299894,-0.002023084,0.000358962,0.03232826,-0.001298482,0.002668618,1.01929,-0.1261848,0.09835045
5,-0.001147484,0.000171444,0.002647864,0.03985177,0.001909445,-0.002170124,1.018445,-0.1240696,0.1003852
5,-0.000222265,0.001574181,0.002381057,0.03744932,-7.98E-05,-0.005642633,1.019372,-0.1227451,0.09987355
5,0.003531266,0.004455942,-0.005914581,0.02618877,-0.000238341,0.002158897,1.023127,-0.1200157,0.09111667
5,0.002285063,0.003045876,-0.004138911,0.02165149,-0.000427598,-0.000272475,1.021882,-0.1214994,0.0926756
5,-0.000419754,0.001776179,-0.000542885,0.01455062,0.000761135,0.002630986,1.019178,-0.1228407,0.09606378
5,-0.003737739,0.000968947,0.003489608,0.0148146,-0.003025767,0.003376336,1.015861,-0.1237173,0.09989713
5,-0.006706148,0.00093653,0.001409457,0.01669362,-0.00598819,5.68E-05,1.012893,-0.1238168,0.0976265
5,-0.003148451,0.003514173,-0.007744609,0.01463423,-0.003049946,0.001268394,1.016451,-0.1213038,0.08829054
5,0.000732538,0.003621881,-0.01362096,0.01526959,-0.001156794,-0.001208593,1.020331,-0.1212583,0.08224058
5,0.000668135,-0.00047138,-0.01459605,0.02135,-0.002648259,-0.002289726,1.020266,-0.125411,0.08109954
5,0.002162164,-0.004461824,-0.01424104,0.02962472,-0.00380607,0.00045134,1.021759,-0.1294583,0.08129546
5,-0.000945939,-0.004805539,-0.01345656,0.0392016,-0.003979572,-0.000389363,1.018649,-0.1298562,0.08192691
5,-0.006476143,-0.002680022,-0.007689982,0.04937295,-0.007079904,-0.000901401,1.013117,-0.1277827,0.08754584
5,-0.003423333,-0.000530734,-0.001351084,0.05524938,-0.01255675,-0.001957633,1.016167,-0.1256833,0.09374196
5,-0.000609927,0.004117354,-0.003900881,0.05236689,-0.01619175,0.000706156,1.018977,-0.121083,0.09105401
5,-0.002929186,0.007375066,-0.006647453,0.04583526,-0.01782415,0.004903018,1.016653,-0.1178711,0.08817375
5,-0.001795917,0.007110811,-0.006077766,0.04138619,-0.01974448,0.002407896,1.017782,-0.1181788,0.08861402
5,0.000955678,0.007835005,-0.00255935,0.03618486,-0.02411394,0.002691734,1.020528,-0.1174953,0.09200702
5,0.002311049,0.007948574,0.003613836,0.02788845,-0.02875897,0.007056559,1.021877,-0.1174196,0.09805868
5,0.002537544,0.008879075,0.001100876,0.01641926,-0.03016049,0.01049125,1.022096,-0.1165236,0.09542812
5,0.001180425,0.008797726,-0.001726151,0.007413898,-0.02911921,0.01146491,1.020731,-0.116636,0.09248751
5,0.001217372,0.004488573,0.001531361,0.004286593,-0.02471796,0.007355353,1.020761,-0.1209724,0.0956355
5,0.00086937,-0.000207905,0.000343686,0.005198183,-0.01617533,0.000958383,1.020405,-0.1256922,0.09434238
5,0.000685883,-0.003728186,0.000315678,0.01204652,-0.008561859,-0.005726921,1.020213,-0.129232,0.09421302
5,0.002155518,-0.000624203,0.003154938,0.01488067,-0.004781796,-0.007843674,1.021675,-0.126144,0.09695504
5,0.000477616,0.006044044,0.00358997,0.01134024,-0.009407094,-0.006568326,1.019989,-0.1194885,0.09729701
5,-0.001506008,0.00819146,0.003908347,0.01076365,-0.01993241,-0.007551694,1.017997,-0.1173506,0.09752661
5,-0.002104581,0.007840818,0.003834949,0.009604963,-0.0171096,-0.006523715,1.017391,-0.1177075,0.09736884
5,-0.001493761,0.004984459,0.005438504,0.009376151,-0.009112074,-0.007353411,1.017994,-0.1205666,0.09889255
5,0.002181094,0.003924646,0.00715756,0.0084531,-0.01117432,-0.009759107,1.021661,-0.1216256,0.1005364
5,0.002875756,0.004711914,0.004773999,0.006821686,-0.009510978,-0.004647387,1.022348,-0.120834,0.09808253
5,0.000871317,0.004027245,0.004065049,0.009167407,-0.01059464,0.002526866,1.020336,-0.1215108,0.0973082
5,-0.000392094,0.004990139,0.008578893,0.008278431,-0.01835304,0.008457181,1.019066,-0.1205366,0.1017617
5,-0.000569023,0.002853455,0.01266003,0.009356156,-0.01965788,0.0119378,1.018882,-0.1226586,0.1057878
5,0.000568742,0.000418187,0.01145131,0.01423601,-0.01968344,0.009866396,1.020013,-0.1250758,0.1045294
5,-0.001176213,0.002052878,0.008438243,0.01739073,-0.01993941,0.009630664,1.018262,-0.12342,0.1014726
5,-0.001957435,0.005539667,0.003287705,0.01837319,-0.02236767,0.01106699,1.017474,-0.1199092,0.09628423
5,-0.000471465,0.01235026,-0.005848621,0.01224271,-0.02361459,0.009372117,1.018954,-0.1130717,0.08711603
5,0.000208097,0.01270874,-0.004732767,0.008090739,-0.01565791,0.006184999,1.019628,-0.1126833,0.08820557
5,0.003379712,0.00658546,0.003878565,0.009138692,-0.01027518,0.001904874,1.022794,-0.1187733,0.09679566
5,0.004829054,0.001688833,0.003911876,0.01104749,-0.01086791,0.000189679,1.024238,-0.1236332,0.09681245
5,0.003379863,-0.003378065,0.006074902,0.0157888,-0.01089597,-0.000413756,1.022783,-0.1286601,0.09896355
5,0.001088405,0.003560253,0.0116915,0.01527003,-0.009381334,-0.004500497,1.020487,-0.1216789,0.1045728
5,-0.001249106,0.01663353,0.0105467,0.01070733,-0.01087366,-0.005280215,1.018146,-0.1085598,0.1034254
5,0.000386951,0.01632624,0.00785277,0.005974643,-0.0173863,-0.000160948,1.019779,-0.1088185,0.1007337
5,0.000532949,0.01316344,0.005076829,0.003354033,-0.02042611,0.00579408,1.019922,-0.1119293,0.097965
5,-0.000678564,0.01170208,0.006815634,0.009455401,-0.01788994,0.009647028,1.018709,-0.1133349,0.09971603
5,0.000594089,0.006578911,0.01149356,0.01679166,-0.01339324,0.009009163,1.01998,-0.1183985,0.1044111
5,-8.36E-05,0.004478779,0.01039708,0.0212339,-0.01348585,0.008348743,1.019301,-0.1204352,0.1033368
5,-0.000141691,0.005702149,0.0107033,0.02384828,-0.01441123,0.01021238,1.019243,-0.1191445,0.1036703
5,0.000784418,0.00750645,0.01004789,0.02533646,-0.007153807,0.01073727,1.020169,-0.1172693,0.1030473
5,0.001506924,0.009006274,0.006209734,0.02804052,-0.002987779,0.01229083,1.020892,-0.1156951,0.09924684
5,0.003385515,0.01058056,0.007604412,0.02625157,-0.004341001,0.01544924,1.022771,-0.1140429,0.1006844
5,0.002165718,0.01285641,0.007845356,0.0186163,-0.005510326,0.02050345,1.021553,-0.1116856,0.1009733
5,0.00042221,0.01167926,0.004790369,0.005086769,-0.008609702,0.02513287,1.019811,-0.1127778,0.09797125
5,0.00085431,0.008624938,0.002445396,-0.008618098,-0.01246909,0.02091334,1.020246,-0.1157433,0.09568395
5,-0.000103821,0.006604234,0.001235987,-0.01366737,-0.013522,0.01654362,1.019291,-0.1176716,0.09453667
5,-0.000141394,0.004295088,0.005392138,-0.02085735,-0.009679536,0.01855607,1.019258,-0.1198846,0.09875904
5,0.001332858,0.002025194,0.008540296,-0.02934219,-0.01003361,0.01817258,1.020736,-0.1220551,0.1019772
5,0.001540863,0.00099961,0.001849718,-0.03003676,-0.01233109,0.01804618,1.02095,-0.1229782,0.09536033
5,0.001077121,0.000903964,-0.004121458,-0.02948027,-0.01057604,0.01939349,1.020491,-0.1229688,0.0894662
5,-0.000735534,-0.003573985,0.001457857,-0.02617248,-0.01063039,0.01806965,1.018685,-0.1273395,0.09512551
5,-0.003766729,-0.008672473,0.005746104,-0.02640589,-0.008098137,0.01462772,1.01566,-0.1323291,0.09949626
5,-0.004646144,-0.00547985,-0.000299667,-0.03474078,-0.008694754,0.00504473,1.014788,-0.1290268,0.0935352
5,-0.002941333,-0.002987481,-0.004886324,-0.03797305,-0.01165249,-0.004424329,1.016499,-0.1264244,0.08903516
5,-0.001772352,-0.01018541,0.001053255,-0.03751574,-0.01288632,-0.000872742,1.017682,-0.1334039,0.0951518
5,-0.001311448,-0.01125254,0.001227295,-0.033097,-0.01691822,-0.00548197,1.018149,-0.1343639,0.09541539
5,0.00038768,-0.0121963,-0.006004362,-0.03036013,-0.01618518,-0.00467823,1.019854,-0.1352028,0.08827355
5,0.000408108,-0.01114337,-0.008042814,-0.02500934,-0.0120633,-0.000221035,1.01988,-0.134048,0.08632477
5,-0.000355485,-0.007825615,-0.006045211,-0.01926447,-0.006651224,0.001587686,1.019121,-0.130632,0.08841135
5,0.000998156,-0.001033787,-0.005614841,-0.01017652,-0.01244035,0.009021307,1.020479,-0.1237461,0.08892948
5,0.001109318,0.003850539,-0.00293945,-0.001797719,-0.01869854,0.02095275,1.020595,-0.1187719,0.09169096
5,-0.00314936,-0.000351623,-0.001349962,-0.005482441,-0.01729011,0.02821217,1.01634,-0.1228884,0.09336454
5,-0.008882086,-0.004737375,0.001680984,-0.007691706,-0.02039631,0.02860941,1.010611,-0.1271927,0.09647738
5,-0.01048281,-0.003945412,0.003860562,-0.003542818,-0.02332382,0.02445626,1.009013,-0.1263233,0.09873661
5,-0.004481786,-0.004975113,0.000700493,0.003283969,-0.01974539,0.01841538,1.015016,-0.1272799,0.09565399
5,0.004527594,-0.006048249,-0.001355933,0.01036105,-0.01199548,0.01196289,1.024026,-0.1282842,0.09367285
5,0.008166536,-0.004648472,-0.003865603,0.005508295,-0.006423146,0.0131306,1.027664,-0.1268202,0.09123625
5,0.002929029,-0.001638788,-0.003100434,-0.004770016,-0.01238612,0.01762248,1.022425,-0.1237509,0.09207211
5,-0.004486608,0.003605332,0.002034798,-0.01085442,-0.01877187,0.01398782,1.015007,-0.1184518,0.09727551
5,-0.004716759,0.005257024,0.00191186,-0.02038051,-0.01485568,0.01319211,1.014774,-0.1167494,0.09721817
5,-0.001637127,0.002393704,-0.000252715,-0.0293615,-0.01444504,0.01480165,1.017851,-0.1195661,0.09511668
5,-9.70E-05,-0.000698272,-0.002242471,-0.02890334,-0.01711497,0.01071687,1.019387,-0.122615,0.09318756
5,0.001614149,-0.005531715,-0.004317535,-0.02720769,-0.01448319,0.007661086,1.021093,-0.127409,0.09117061
5,0.002618655,-0.0111575,-0.007194851,-0.02777876,-0.01300332,0.003065528,1.022092,-0.1329988,0.08834874
5,0.004764628,-0.01533268,-0.01268424,-0.02634784,-0.01070677,0.002589248,1.024232,-0.1371418,0.08291186
5,0.005850534,-0.01527474,-0.01146728,-0.02653885,-0.009098077,0.01033914,1.025311,-0.1370559,0.08417797
5,0.002578509,-0.01088979,-0.00675649,-0.02925588,-0.01102559,0.01147186,1.022033,-0.1326478,0.08893409
5,0.000676594,-0.00956446,-0.005141939,-0.03191293,-0.009340873,0.002817474,1.020125,-0.1313045,0.09058986
5,0.002137831,-0.009665561,-0.002170144,-0.03111694,-0.008213288,-0.007158472,1.02158,-0.1313929,0.09359861
5,0.003519407,-0.008732625,-0.005914338,-0.02710511,-0.008560041,-0.005931069,1.022957,-0.1304528,0.08988711
5,0.002715181,-0.009452605,-0.01268042,-0.02328726,-0.007383578,-2.55E-05,1.022148,-0.1311713,0.08314939
5,0.002370056,-0.008210103,-0.01040767,-0.01890386,-0.007872981,-0.002707846,1.021799,-0.129933,0.08544598
5,0.00329938,-0.007717272,-0.006662952,-0.01902006,-0.007756098,-0.002539594,1.022725,-0.12945,0.08920975
5,0.002356592,-0.008055795,-0.003185698,-0.02446015,-0.009637307,-0.003190793,1.02178,-0.1298041,0.09270112
5,0.001481288,-0.007410384,-0.000508949,-0.02749654,-0.01420584,-0.007055314,1.020903,-0.1291798,0.09538713
5,-0.000340358,-0.009625222,-0.002894676,-0.02466923,-0.01359462,-0.0053171,1.019081,-0.1314214,0.09300598
5,-0.002201276,-0.008887594,-0.006234218,-0.01640741,-0.008229862,-0.006089144,1.017221,-0.1307161,0.08966654
5,0.000123891,-0.007882811,-0.01080015,-0.009304374,-0.004519803,-0.002328616,1.019547,-0.1297491,0.0850963
5,0.002344658,-0.009518091,-0.01102115,-0.006801064,-0.005202828,0.003785776,1.02177,-0.1314277,0.08486652
5,0.002705566,-0.008084549,-0.005668005,-0.006188071,-0.006868842,-0.001736605,1.022134,-0.1300428,0.09020624
5,0.001281408,-0.007657796,-0.003917785,-0.006304192,-0.008104836,-0.005535586,1.020713,-0.12967,0.09193836
5,-0.000948952,-0.004415951,-0.001011636,-0.01217011,-0.01058811,-0.003725289,1.018487,-0.1264872,0.09482185
5,0.000890139,0.000449988,0.00021672,-0.02721833,-0.00976624,-0.004714061,1.020331,-0.1216853,0.09602326
5,0.004952111,-0.001523683,-0.002559828,-0.03497128,-0.006867264,-0.006092199,1.024399,-0.1237275,0.09321579
5,0.007314656,-0.003409245,0.000419065,-0.03086509,-0.008822332,-0.004015603,1.026768,-0.1256856,0.09616013
5,0.004242222,-0.004295764,0.000559708,-0.03052088,-0.01431289,0.002861788,1.023704,-0.1266484,0.09626289
5,-0.002776261,-0.007152848,-0.001983923,-0.02943968,-0.02243559,0.01124546,1.016694,-0.1295852,0.0936784
5,-0.004625377,-0.008046479,0.00076107,-0.0211729,-0.02933957,0.0137158,1.014855,-0.1305618,0.09637986
5,-0.001945381,-0.008149167,-0.001848909,-0.01366752,-0.03298886,0.01044578,1.017545,-0.1307506,0.09372395
5,0.002561209,-0.009851324,-0.007844772,-0.01141247,-0.03750257,0.01081324,1.022063,-0.132542,0.08767998
5,0.007382496,-0.0105419,-0.009795951,-0.01071211,-0.02818941,0.01043909,1.026897,-0.1333249,0.08567856
5,0.005729969,-0.007638021,-0.008854368,-0.007396116,-0.01122052,0.006563466,1.025257,-0.1305165,0.08656764
